Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2015","2015","ha","31728","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2016","2016","ha","31317","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2017","2017","ha","31251","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5312","Area harvested","486","Bananas","2018","2018","ha","31185","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2000","2000","tonnes","146000","","Official data"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2001","2001","tonnes","146000","","Official data"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2002","2002","tonnes","146000","","Official data"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2003","2003","tonnes","140000","F","FAO estimate"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2004","2004","tonnes","134000","F","FAO estimate"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2005","2005","tonnes","129000","F","FAO estimate"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2006","2006","tonnes","130000","F","FAO estimate"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2007","2007","tonnes","130000","F","FAO estimate"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2008","2008","tonnes","151000","F","FAO estimate"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2009","2009","tonnes","153000","F","FAO estimate"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2010","2010","tonnes","157753","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2011","2011","tonnes","142130","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2012","2012","tonnes","139616","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2013","2013","tonnes","138489","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2014","2014","tonnes","138440","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2015","2015","tonnes","144370","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2016","2016","tonnes","143851","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2017","2017","tonnes","144127","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","486","Bananas","2018","2018","tonnes","144403","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2000","2000","ha","15380","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2001","2001","ha","13590","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2002","2002","ha","19284","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2003","2003","ha","25039","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2004","2004","ha","22507","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2005","2005","ha","29975","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2006","2006","ha","96324","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2007","2007","ha","108000","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2008","2008","ha","179945","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2009","2009","ha","160326","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2010","2010","ha","202303","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2011","2011","ha","369518","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2012","2012","ha","337065","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2013","2013","ha","309621","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2014","2014","ha","302422","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2015","2015","ha","284702","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2016","2016","ha","288323","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2017","2017","ha","280945","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5312","Area harvested","125","Cassava","2018","2018","ha","272172","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2000","2000","tonnes","147763","","Official data"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2001","2001","tonnes","142262","","Official data"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2002","2002","tonnes","122014","","Official data"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2003","2003","tonnes","330649","","Official data"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2004","2004","tonnes","362050","","Official data"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2005","2005","tonnes","535623","","Official data"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2006","2006","tonnes","2182043","","Official data"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2007","2007","tonnes","2215000","","Official data"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2008","2008","tonnes","3676232","","Official data"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2009","2009","tonnes","3497306","","Official data"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2010","2010","tonnes","4247419","","Official data"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2011","2011","tonnes","8033843","","Official data"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2012","2012","tonnes","7613697","","Official data"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2013","2013","tonnes","7550140","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2014","2014","tonnes","7732560","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2015","2015","tonnes","7632132","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2016","2016","tonnes","7638277","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2017","2017","tonnes","7667657","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5510","Production","125","Cassava","2018","2018","tonnes","7646022","Im","FAO data based on imputation methodology"
"QC","Crops","115","Cambodia","5312","Area harvested","56","Maize","2000","2000","ha","57404","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","56","Maize","2001","2001","ha","67213","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","56","Maize","2002","2002","ha","71594","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","56","Maize","2003","2003","ha","83953","","Official data"
"QC","Crops","115","Cambodia","5312","Area harvested","56","Maize","2004","2004","ha","77304","","Official data"
